Source,Target,Type,Id,Label,timeset,Weight,mmnt-edgetype
T1110.001,T1074.001,Undirected,9379,technique-technique,,1,technique<--->technique
T1110.001,T1074.002,Undirected,9380,technique-technique,,1,technique<--->technique
T1110.001,T1030,Undirected,9381,technique-technique,,1,technique<--->technique
T1110.001,T1213,Undirected,9382,technique-technique,,1,technique<--->technique
T1110.001,T1213.002,Undirected,9383,technique-technique,,1,technique<--->technique
T1110.001,T1005,Undirected,9384,technique-technique,,1,technique<--->technique
T1110.001,T1039,Undirected,9385,technique-technique,,1,technique<--->technique
T1110.001,T1025,Undirected,9386,technique-technique,,1,technique<--->technique
T1110.001,T1140,Undirected,9387,technique-technique,,1,technique<--->technique
T1110.001,T1189,Undirected,9388,technique-technique,,1,technique<--->technique
T1110.001,T1114.002,Undirected,9389,technique-technique,,1,technique<--->technique
T1110.001,T1573.001,Undirected,9390,technique-technique,,1,technique<--->technique
T1110.001,T1546.015,Undirected,9391,technique-technique,,1,technique<--->technique
T1110.001,T1048.002,Undirected,9392,technique-technique,,1,technique<--->technique
T1110.001,T1567,Undirected,9393,technique-technique,,1,technique<--->technique
T1110.001,T1190,Undirected,9394,technique-technique,,1,technique<--->technique
T1110.001,T1203,Undirected,9395,technique-technique,,1,technique<--->technique
T1110.001,T1211,Undirected,9396,technique-technique,,1,technique<--->technique
T1110.001,T1068,Undirected,9397,technique-technique,,1,technique<--->technique
T1110.001,T1210,Undirected,9398,technique-technique,,1,technique<--->technique
T1110.001,T1133,Undirected,9399,technique-technique,,1,technique<--->technique
T1110.001,T1083,Undirected,9400,technique-technique,,1,technique<--->technique
T1110.001,T1589.001,Undirected,9401,technique-technique,,1,technique<--->technique
T1110.001,T1564.001,Undirected,9402,technique-technique,,1,technique<--->technique
T1110.001,T1564.003,Undirected,9403,technique-technique,,1,technique<--->technique
T1110.001,T1070.001,Undirected,9404,technique-technique,,1,technique<--->technique
T1110.001,T1070.004,Undirected,9405,technique-technique,,1,technique<--->technique
T1110.001,T1070.006,Undirected,9406,technique-technique,,1,technique<--->technique
T1110.001,T1105,Undirected,9407,technique-technique,,1,technique<--->technique
T1110.001,T1056.001,Undirected,9408,technique-technique,,1,technique<--->technique
T1110.001,T1559.002,Undirected,9409,technique-technique,,1,technique<--->technique
T1110.001,T1036,Undirected,9410,technique-technique,,1,technique<--->technique
T1110.001,T1036.005,Undirected,9411,technique-technique,,1,technique<--->technique
T1110.001,T1498,Undirected,9412,technique-technique,,1,technique<--->technique
T1110.001,T1040,Undirected,9413,technique-technique,,1,technique<--->technique
T1110.001,T1003,Undirected,9414,technique-technique,,1,technique<--->technique
T1110.001,T1003.001,Undirected,9415,technique-technique,,1,technique<--->technique
T1110.001,T1003.003,Undirected,9416,technique-technique,,1,technique<--->technique
T1110.001,T1027,Undirected,9417,technique-technique,,1,technique<--->technique
T1110.001,T1588.002,Undirected,9418,technique-technique,,1,technique<--->technique
T1110.001,T1137.002,Undirected,9419,technique-technique,,1,technique<--->technique
T1110.001,T1120,Undirected,9420,technique-technique,,1,technique<--->technique
T1110.001,T1598,Undirected,9421,technique-technique,,1,technique<--->technique
T1110.001,T1598.003,Undirected,9422,technique-technique,,1,technique<--->technique
T1110.001,T1566.001,Undirected,9423,technique-technique,,1,technique<--->technique
T1110.001,T1566.002,Undirected,9424,technique-technique,,1,technique<--->technique
T1110.001,T1542.003,Undirected,9425,technique-technique,,1,technique<--->technique
T1110.001,T1057,Undirected,9426,technique-technique,,1,technique<--->technique
T1110.001,T1090.002,Undirected,9427,technique-technique,,1,technique<--->technique
T1110.001,T1090.003,Undirected,9428,technique-technique,,1,technique<--->technique
T1110.001,T1021.002,Undirected,9429,technique-technique,,1,technique<--->technique
T1110.001,T1091,Undirected,9430,technique-technique,,1,technique<--->technique
T1110.001,T1014,Undirected,9431,technique-technique,,1,technique<--->technique
T1110.001,T1113,Undirected,9432,technique-technique,,1,technique<--->technique
T1110.001,T1505.003,Undirected,9433,technique-technique,,1,technique<--->technique
T1110.001,T1528,Undirected,9434,technique-technique,,1,technique<--->technique
T1110.001,T1218.011,Undirected,9435,technique-technique,,1,technique<--->technique
T1110.001,T1221,Undirected,9436,technique-technique,,1,technique<--->technique
T1110.001,T1199,Undirected,9437,technique-technique,,1,technique<--->technique
T1110.001,T1550.001,Undirected,9438,technique-technique,,1,technique<--->technique
T1110.001,T1550.002,Undirected,9439,technique-technique,,1,technique<--->technique
T1110.001,T1204.002,Undirected,9440,technique-technique,,1,technique<--->technique
T1110.001,T1204.001,Undirected,9441,technique-technique,,1,technique<--->technique
T1110.001,T1078,Undirected,9442,technique-technique,,1,technique<--->technique
T1110.001,T1078.004,Undirected,9443,technique-technique,,1,technique<--->technique
T1110.001,T1102.002,Undirected,9444,technique-technique,,1,technique<--->technique
T1110.003,T1059.007,Undirected,9445,technique-technique,,1,technique<--->technique
T1110.003,T1059.001,Undirected,9446,technique-technique,,6,technique<--->technique
T1110.003,T1059.006,Undirected,9447,technique-technique,,1,technique<--->technique
T1110.003,T1059.005,Undirected,9448,technique-technique,,4,technique<--->technique
T1110.003,T1059.003,Undirected,9449,technique-technique,,5,technique<--->technique
T1110.003,T1092,Undirected,9450,technique-technique,,1,technique<--->technique
T1110.003,T1586.002,Undirected,9451,technique-technique,,2,technique<--->technique
T1110.003,T1584.005,Undirected,9452,technique-technique,,1,technique<--->technique
T1110.003,T1584.001,Undirected,9453,technique-technique,,2,technique<--->technique
T1110.003,T1584.004,Undirected,9454,technique-technique,,1,technique<--->technique
T1110.003,T1136,Undirected,9455,technique-technique,,1,technique<--->technique
T1110.003,T1136.003,Undirected,9456,technique-technique,,1,technique<--->technique
T1110.003,T1136.002,Undirected,9457,technique-technique,,1,technique<--->technique
T1110.003,T1136.001,Undirected,9458,technique-technique,,1,technique<--->technique
T1110.003,T1543.003,Undirected,9459,technique-technique,,1,technique<--->technique
T1110.003,T1555,Undirected,9460,technique-technique,,3,technique<--->technique
T1110.003,T1555.003,Undirected,9461,technique-technique,,4,technique<--->technique
T1110.003,T1485,Undirected,9462,technique-technique,,2,technique<--->technique
T1110.003,T1132.001,Undirected,9463,technique-technique,,3,technique<--->technique
T1110.003,T1001.001,Undirected,9464,technique-technique,,1,technique<--->technique
T1110.003,T1001.003,Undirected,9465,technique-technique,,1,technique<--->technique
T1110.003,T1001.002,Undirected,9466,technique-technique,,1,technique<--->technique
T1110.003,T1074.001,Undirected,9467,technique-technique,,3,technique<--->technique
T1110.003,T1074.002,Undirected,9468,technique-technique,,3,technique<--->technique
T1110.003,T1030,Undirected,9469,technique-technique,,1,technique<--->technique
T1110.003,T1213,Undirected,9470,technique-technique,,2,technique<--->technique
T1110.003,T1213.003,Undirected,9471,technique-technique,,1,technique<--->technique
T1110.003,T1213.002,Undirected,9472,technique-technique,,2,technique<--->technique
T1110.003,T1005,Undirected,9473,technique-technique,,4,technique<--->technique
T1110.003,T1039,Undirected,9474,technique-technique,,2,technique<--->technique
T1110.003,T1025,Undirected,9475,technique-technique,,1,technique<--->technique
T1110.003,T1491.002,Undirected,9476,technique-technique,,1,technique<--->technique
T1110.003,T1491.001,Undirected,9477,technique-technique,,1,technique<--->technique
T1110.003,T1140,Undirected,9478,technique-technique,,4,technique<--->technique
T1110.003,T1587.003,Undirected,9479,technique-technique,,1,technique<--->technique
T1110.003,T1587.001,Undirected,9480,technique-technique,,3,technique<--->technique
T1110.003,T1561.001,Undirected,9481,technique-technique,,1,technique<--->technique
T1110.003,T1561.002,Undirected,9482,technique-technique,,2,technique<--->technique
T1110.003,T1484.002,Undirected,9483,technique-technique,,1,technique<--->technique
T1110.003,T1482,Undirected,9484,technique-technique,,2,technique<--->technique
T1110.003,T1189,Undirected,9485,technique-technique,,3,technique<--->technique
T1110.003,T1568,Undirected,9486,technique-technique,,1,technique<--->technique
T1110.003,T1114,Undirected,9487,technique-technique,,1,technique<--->technique
T1110.003,T1114.003,Undirected,9488,technique-technique,,1,technique<--->technique
T1110.003,T1114.001,Undirected,9489,technique-technique,,1,technique<--->technique
T1110.003,T1114.002,Undirected,9490,technique-technique,,4,technique<--->technique
T1110.003,T1573,Undirected,9491,technique-technique,,1,technique<--->technique
T1110.003,T1573.001,Undirected,9492,technique-technique,,3,technique<--->technique
T1110.003,T1499,Undirected,9493,technique-technique,,1,technique<--->technique
T1110.003,T1585.002,Undirected,9494,technique-technique,,3,technique<--->technique
T1110.003,T1585.001,Undirected,9495,technique-technique,,2,technique<--->technique
T1110.003,T1546.008,Undirected,9496,technique-technique,,1,technique<--->technique
T1110.003,T1546.015,Undirected,9497,technique-technique,,1,technique<--->technique
T1110.003,T1546.003,Undirected,9498,technique-technique,,2,technique<--->technique
T1110.003,T1048.002,Undirected,9499,technique-technique,,2,technique<--->technique
T1110.003,T1048.003,Undirected,9500,technique-technique,,2,technique<--->technique
T1110.003,T1041,Undirected,9501,technique-technique,,3,technique<--->technique
T1110.003,T1567,Undirected,9502,technique-technique,,1,technique<--->technique
T1110.003,T1567.002,Undirected,9503,technique-technique,,2,technique<--->technique
T1110.003,T1190,Undirected,9504,technique-technique,,2,technique<--->technique
T1110.003,T1203,Undirected,9505,technique-technique,,5,technique<--->technique
T1110.003,T1211,Undirected,9506,technique-technique,,1,technique<--->technique
T1110.003,T1068,Undirected,9507,technique-technique,,3,technique<--->technique
T1110.003,T1210,Undirected,9508,technique-technique,,1,technique<--->technique
T1110.003,T1133,Undirected,9509,technique-technique,,4,technique<--->technique
T1110.003,T1008,Undirected,9510,technique-technique,,1,technique<--->technique
T1110.003,T1083,Undirected,9511,technique-technique,,6,technique<--->technique
T1110.003,T1606.002,Undirected,9512,technique-technique,,1,technique<--->technique
T1110.003,T1606.001,Undirected,9513,technique-technique,,1,technique<--->technique
T1110.003,T1592.002,Undirected,9514,technique-technique,,1,technique<--->technique
T1110.003,T1589.001,Undirected,9515,technique-technique,,3,technique<--->technique
T1110.003,T1589.002,Undirected,9516,technique-technique,,3,technique<--->technique
T1110.003,T1589.003,Undirected,9517,technique-technique,,2,technique<--->technique
T1110.003,T1590.001,Undirected,9518,technique-technique,,1,technique<--->technique
T1110.003,T1591,Undirected,9519,technique-technique,,1,technique<--->technique
T1110.003,T1591.002,Undirected,9520,technique-technique,,1,technique<--->technique
T1110.003,T1591.004,Undirected,9521,technique-technique,,1,technique<--->technique
T1110.003,T1564.001,Undirected,9522,technique-technique,,2,technique<--->technique
T1110.003,T1564.003,Undirected,9523,technique-technique,,1,technique<--->technique
T1110.003,T1574.002,Undirected,9524,technique-technique,,2,technique<--->technique
T1110.003,T1574.013,Undirected,9525,technique-technique,,1,technique<--->technique
T1110.003,T1562.002,Undirected,9526,technique-technique,,2,technique<--->technique
T1110.003,T1562.004,Undirected,9527,technique-technique,,2,technique<--->technique
T1110.003,T1562.001,Undirected,9528,technique-technique,,2,technique<--->technique
T1110.003,T1070,Undirected,9529,technique-technique,,2,technique<--->technique
T1110.003,T1070.003,Undirected,9530,technique-technique,,1,technique<--->technique
T1110.003,T1070.001,Undirected,9531,technique-technique,,2,technique<--->technique
T1110.003,T1070.004,Undirected,9532,technique-technique,,5,technique<--->technique
T1110.003,T1070.006,Undirected,9533,technique-technique,,4,technique<--->technique
T1110.003,T1202,Undirected,9534,technique-technique,,1,technique<--->technique
T1110.003,T1105,Undirected,9535,technique-technique,,6,technique<--->technique
T1110.003,T1056.001,Undirected,9536,technique-technique,,3,technique<--->technique
T1110.003,T1559.002,Undirected,9537,technique-technique,,1,technique<--->technique
T1110.003,T1534,Undirected,9538,technique-technique,,1,technique<--->technique
T1110.003,T1570,Undirected,9539,technique-technique,,2,technique<--->technique
T1110.003,T1036,Undirected,9540,technique-technique,,3,technique<--->technique
T1110.003,T1036.004,Undirected,9541,technique-technique,,2,technique<--->technique
T1110.003,T1036.005,Undirected,9542,technique-technique,,5,technique<--->technique
T1110.003,T1036.003,Undirected,9543,technique-technique,,1,technique<--->technique
T1110.003,T1556.001,Undirected,9544,technique-technique,,1,technique<--->technique
T1110.003,T1111,Undirected,9545,technique-technique,,1,technique<--->technique
T1110.003,T1621,Undirected,9546,technique-technique,,1,technique<--->technique
T1110.003,T1104,Undirected,9547,technique-technique,,1,technique<--->technique
T1110.003,T1106,Undirected,9548,technique-technique,,2,technique<--->technique
T1110.003,T1498,Undirected,9549,technique-technique,,1,technique<--->technique
T1110.003,T1046,Undirected,9550,technique-technique,,3,technique<--->technique
T1110.003,T1135,Undirected,9551,technique-technique,,1,technique<--->technique
T1110.003,T1040,Undirected,9552,technique-technique,,3,technique<--->technique
T1110.003,T1095,Undirected,9553,technique-technique,,1,technique<--->technique
T1110.003,T1571,Undirected,9554,technique-technique,,3,technique<--->technique
T1110.003,T1003,Undirected,9555,technique-technique,,1,technique<--->technique
T1110.003,T1003.005,Undirected,9556,technique-technique,,2,technique<--->technique
T1110.003,T1003.006,Undirected,9557,technique-technique,,1,technique<--->technique
T1110.003,T1003.004,Undirected,9558,technique-technique,,2,technique<--->technique
T1110.003,T1003.001,Undirected,9559,technique-technique,,4,technique<--->technique
T1110.003,T1003.003,Undirected,9560,technique-technique,,2,technique<--->technique
T1110.003,T1027,Undirected,9561,technique-technique,,7,technique<--->technique
T1110.003,T1027.001,Undirected,9562,technique-technique,,1,technique<--->technique
T1110.003,T1027.006,Undirected,9563,technique-technique,,1,technique<--->technique
T1110.003,T1027.002,Undirected,9564,technique-technique,,3,technique<--->technique
T1110.003,T1588.003,Undirected,9565,technique-technique,,1,technique<--->technique
T1110.003,T1588.004,Undirected,9566,technique-technique,,2,technique<--->technique
T1110.003,T1588.002,Undirected,9567,technique-technique,,8,technique<--->technique
T1110.003,T1588.006,Undirected,9568,technique-technique,,1,technique<--->technique
T1110.003,T1137.002,Undirected,9569,technique-technique,,1,technique<--->technique
T1110.003,T1201,Undirected,9570,technique-technique,,1,technique<--->technique
T1110.003,T1120,Undirected,9571,technique-technique,,1,technique<--->technique
T1110.003,T1069,Undirected,9572,technique-technique,,1,technique<--->technique
T1110.003,T1069.002,Undirected,9573,technique-technique,,1,technique<--->technique
T1110.003,T1069.001,Undirected,9574,technique-technique,,1,technique<--->technique
T1110.003,T1598,Undirected,9575,technique-technique,,1,technique<--->technique
T1110.003,T1598.003,Undirected,9576,technique-technique,,3,technique<--->technique
T1110.003,T1566.001,Undirected,9577,technique-technique,,5,technique<--->technique
T1110.003,T1566.002,Undirected,9578,technique-technique,,5,technique<--->technique
T1110.003,T1566.003,Undirected,9579,technique-technique,,2,technique<--->technique
T1110.003,T1542.003,Undirected,9580,technique-technique,,2,technique<--->technique
T1110.003,T1057,Undirected,9581,technique-technique,,4,technique<--->technique
T1110.003,T1055.001,Undirected,9582,technique-technique,,1,technique<--->technique
T1110.003,T1055.013,Undirected,9583,technique-technique,,1,technique<--->technique
T1110.003,T1572,Undirected,9584,technique-technique,,1,technique<--->technique
T1110.003,T1090,Undirected,9585,technique-technique,,1,technique<--->technique
T1110.003,T1090.004,Undirected,9586,technique-technique,,1,technique<--->technique
T1110.003,T1090.002,Undirected,9587,technique-technique,,2,technique<--->technique
T1110.003,T1090.001,Undirected,9588,technique-technique,,2,technique<--->technique
T1110.003,T1090.003,Undirected,9589,technique-technique,,2,technique<--->technique
T1110.003,T1012,Undirected,9590,technique-technique,,2,technique<--->technique
T1110.003,T1620,Undirected,9591,technique-technique,,1,technique<--->technique
T1110.003,T1219,Undirected,9592,technique-technique,,1,technique<--->technique
T1110.003,T1021.001,Undirected,9593,technique-technique,,3,technique<--->technique
T1110.003,T1021.002,Undirected,9594,technique-technique,,5,technique<--->technique
T1110.003,T1021.004,Undirected,9595,technique-technique,,1,technique<--->technique
T1110.003,T1021.006,Undirected,9596,technique-technique,,2,technique<--->technique
T1110.003,T1018,Undirected,9597,technique-technique,,4,technique<--->technique
T1110.003,T1091,Undirected,9598,technique-technique,,1,technique<--->technique
T1110.003,T1014,Undirected,9599,technique-technique,,1,technique<--->technique
T1110.003,T1053.005,Undirected,9600,technique-technique,,4,technique<--->technique
T1110.003,T1113,Undirected,9601,technique-technique,,1,technique<--->technique
T1110.003,T1593,Undirected,9602,technique-technique,,1,technique<--->technique
T1110.003,T1593.001,Undirected,9603,technique-technique,,1,technique<--->technique
T1110.003,T1594,Undirected,9604,technique-technique,,2,technique<--->technique
T1110.003,T1505.001,Undirected,9605,technique-technique,,1,technique<--->technique
T1110.003,T1505.003,Undirected,9606,technique-technique,,3,technique<--->technique
T1110.003,T1489,Undirected,9607,technique-technique,,1,technique<--->technique
T1110.003,T1608.005,Undirected,9608,technique-technique,,1,technique<--->technique
T1110.003,T1608.001,Undirected,9609,technique-technique,,1,technique<--->technique
T1110.003,T1608.002,Undirected,9610,technique-technique,,1,technique<--->technique
T1110.003,T1528,Undirected,9611,technique-technique,,1,technique<--->technique
T1110.003,T1539,Undirected,9612,technique-technique,,1,technique<--->technique
T1110.003,T1558.003,Undirected,9613,technique-technique,,1,technique<--->technique
T1110.003,T1553.002,Undirected,9614,technique-technique,,2,technique<--->technique
T1110.003,T1553.005,Undirected,9615,technique-technique,,1,technique<--->technique
T1110.003,T1195.002,Undirected,9616,technique-technique,,2,technique<--->technique
T1110.003,T1218,Undirected,9617,technique-technique,,1,technique<--->technique
T1110.003,T1218.005,Undirected,9618,technique-technique,,2,technique<--->technique
T1110.003,T1218.010,Undirected,9619,technique-technique,,1,technique<--->technique
T1110.003,T1218.011,Undirected,9620,technique-technique,,4,technique<--->technique
T1110.003,T1082,Undirected,9621,technique-technique,,4,technique<--->technique
T1110.003,T1614.001,Undirected,9622,technique-technique,,1,technique<--->technique
T1110.003,T1016,Undirected,9623,technique-technique,,3,technique<--->technique
T1110.003,T1016.001,Undirected,9624,technique-technique,,1,technique<--->technique
T1110.003,T1049,Undirected,9625,technique-technique,,3,technique<--->technique
T1110.003,T1033,Undirected,9626,technique-technique,,3,technique<--->technique
T1110.003,T1007,Undirected,9627,technique-technique,,1,technique<--->technique
T1110.003,T1569.002,Undirected,9628,technique-technique,,1,technique<--->technique
T1110.003,T1529,Undirected,9629,technique-technique,,1,technique<--->technique
T1110.003,T1124,Undirected,9630,technique-technique,,2,technique<--->technique
T1110.003,T1221,Undirected,9631,technique-technique,,2,technique<--->technique
T1110.003,T1199,Undirected,9632,technique-technique,,3,technique<--->technique
T1110.003,T1552.001,Undirected,9633,technique-technique,,2,technique<--->technique
T1110.003,T1552.006,Undirected,9634,technique-technique,,1,technique<--->technique
T1110.003,T1552.004,Undirected,9635,technique-technique,,1,technique<--->technique
T1110.003,T1550,Undirected,9636,technique-technique,,1,technique<--->technique
T1110.003,T1550.001,Undirected,9637,technique-technique,,2,technique<--->technique
T1110.003,T1550.002,Undirected,9638,technique-technique,,2,technique<--->technique
T1110.003,T1550.003,Undirected,9639,technique-technique,,1,technique<--->technique
T1110.003,T1550.004,Undirected,9640,technique-technique,,1,technique<--->technique
T1110.003,T1204.002,Undirected,9641,technique-technique,,5,technique<--->technique
T1110.003,T1204.001,Undirected,9642,technique-technique,,5,technique<--->technique
T1110.003,T1078,Undirected,9643,technique-technique,,7,technique<--->technique
T1110.003,T1078.004,Undirected,9644,technique-technique,,3,technique<--->technique
T1110.003,T1078.002,Undirected,9645,technique-technique,,3,technique<--->technique
T1110.003,T1078.003,Undirected,9646,technique-technique,,1,technique<--->technique
T1110.003,T1497.001,Undirected,9647,technique-technique,,1,technique<--->technique
T1110.003,T1102.002,Undirected,9648,technique-technique,,4,technique<--->technique
T1110.003,T1047,Undirected,9649,technique-technique,,4,technique<--->technique
T1110.003,T1220,Undirected,9650,technique-technique,,1,technique<--->technique
T1115,T1059,Undirected,9651,technique-technique,,1,technique<--->technique
T1115,T1059.001,Undirected,9652,technique-technique,,3,technique<--->technique
T1115,T1059.006,Undirected,9653,technique-technique,,2,technique<--->technique
T1115,T1059.005,Undirected,9654,technique-technique,,3,technique<--->technique
T1115,T1059.003,Undirected,9655,technique-technique,,2,technique<--->technique
T1115,T1136.001,Undirected,9656,technique-technique,,1,technique<--->technique
T1115,T1543.003,Undirected,9657,technique-technique,,1,technique<--->technique
T1115,T1555,Undirected,9658,technique-technique,,1,technique<--->technique
T1115,T1555.005,Undirected,9659,technique-technique,,1,technique<--->technique
T1115,T1485,Undirected,9660,technique-technique,,1,technique<--->technique
T1115,T1486,Undirected,9661,technique-technique,,1,technique<--->technique
T1115,T1565.003,Undirected,9662,technique-technique,,1,technique<--->technique
T1115,T1565.001,Undirected,9663,technique-technique,,1,technique<--->technique
T1115,T1565.002,Undirected,9664,technique-technique,,1,technique<--->technique
T1115,T1001,Undirected,9665,technique-technique,,1,technique<--->technique
T1115,T1074.001,Undirected,9666,technique-technique,,2,technique<--->technique
T1115,T1005,Undirected,9667,technique-technique,,3,technique<--->technique
T1115,T1140,Undirected,9668,technique-technique,,1,technique<--->technique
T1115,T1561.002,Undirected,9669,technique-technique,,1,technique<--->technique
T1115,T1189,Undirected,9670,technique-technique,,1,technique<--->technique
T1115,T1573.002,Undirected,9671,technique-technique,,1,technique<--->technique
T1115,T1546.010,Undirected,9672,technique-technique,,1,technique<--->technique
T1115,T1041,Undirected,9673,technique-technique,,2,technique<--->technique
T1115,T1190,Undirected,9674,technique-technique,,2,technique<--->technique
T1115,T1133,Undirected,9675,technique-technique,,1,technique<--->technique
T1115,T1083,Undirected,9676,technique-technique,,3,technique<--->technique
T1115,T1562.004,Undirected,9677,technique-technique,,2,technique<--->technique
T1115,T1562.003,Undirected,9678,technique-technique,,1,technique<--->technique
T1115,T1070.001,Undirected,9679,technique-technique,,2,technique<--->technique
T1115,T1070.004,Undirected,9680,technique-technique,,3,technique<--->technique
T1115,T1070.006,Undirected,9681,technique-technique,,1,technique<--->technique
T1115,T1105,Undirected,9682,technique-technique,,3,technique<--->technique
T1115,T1056,Undirected,9683,technique-technique,,1,technique<--->technique
T1115,T1056.001,Undirected,9684,technique-technique,,3,technique<--->technique
T1115,T1570,Undirected,9685,technique-technique,,1,technique<--->technique
T1115,T1036.005,Undirected,9686,technique-technique,,1,technique<--->technique
T1115,T1112,Undirected,9687,technique-technique,,2,technique<--->technique
T1115,T1111,Undirected,9688,technique-technique,,1,technique<--->technique
T1115,T1106,Undirected,9689,technique-technique,,2,technique<--->technique
T1115,T1046,Undirected,9690,technique-technique,,2,technique<--->technique
T1115,T1135,Undirected,9691,technique-technique,,3,technique<--->technique
T1115,T1095,Undirected,9692,technique-technique,,1,technique<--->technique
T1115,T1003,Undirected,9693,technique-technique,,1,technique<--->technique
T1115,T1003.006,Undirected,9694,technique-technique,,1,technique<--->technique
T1115,T1003.001,Undirected,9695,technique-technique,,2,technique<--->technique
T1115,T1027,Undirected,9696,technique-technique,,2,technique<--->technique
T1115,T1027.005,Undirected,9697,technique-technique,,1,technique<--->technique
T1115,T1027.002,Undirected,9698,technique-technique,,2,technique<--->technique
T1115,T1588.002,Undirected,9699,technique-technique,,2,technique<--->technique
T1115,T1120,Undirected,9700,technique-technique,,1,technique<--->technique
T1115,T1069.001,Undirected,9701,technique-technique,,1,technique<--->technique
T1115,T1566.001,Undirected,9702,technique-technique,,2,technique<--->technique
T1115,T1566.002,Undirected,9703,technique-technique,,1,technique<--->technique
T1115,T1057,Undirected,9704,technique-technique,,2,technique<--->technique
T1115,T1055,Undirected,9705,technique-technique,,1,technique<--->technique
T1115,T1090,Undirected,9706,technique-technique,,1,technique<--->technique
T1115,T1090.002,Undirected,9707,technique-technique,,1,technique<--->technique
T1115,T1090.001,Undirected,9708,technique-technique,,2,technique<--->technique
T1115,T1090.003,Undirected,9709,technique-technique,,1,technique<--->technique
T1115,T1012,Undirected,9710,technique-technique,,2,technique<--->technique
T1115,T1021.001,Undirected,9711,technique-technique,,1,technique<--->technique
T1115,T1021.002,Undirected,9712,technique-technique,,2,technique<--->technique
T1115,T1021.004,Undirected,9713,technique-technique,,1,technique<--->technique
T1115,T1018,Undirected,9714,technique-technique,,2,technique<--->technique
T1115,T1053.003,Undirected,9715,technique-technique,,1,technique<--->technique
T1115,T1053.005,Undirected,9716,technique-technique,,3,technique<--->technique
T1115,T1113,Undirected,9717,technique-technique,,1,technique<--->technique
T1115,T1505.003,Undirected,9718,technique-technique,,3,technique<--->technique
T1115,T1518,Undirected,9719,technique-technique,,1,technique<--->technique
T1115,T1518.001,Undirected,9720,technique-technique,,2,technique<--->technique
T1115,T1558.003,Undirected,9721,technique-technique,,1,technique<--->technique
T1115,T1553.006,Undirected,9722,technique-technique,,1,technique<--->technique
T1115,T1218.001,Undirected,9723,technique-technique,,1,technique<--->technique
T1115,T1218.011,Undirected,9724,technique-technique,,1,technique<--->technique
T1115,T1082,Undirected,9725,technique-technique,,2,technique<--->technique
T1115,T1016,Undirected,9726,technique-technique,,1,technique<--->technique
T1115,T1049,Undirected,9727,technique-technique,,2,technique<--->technique
T1115,T1033,Undirected,9728,technique-technique,,3,technique<--->technique
T1115,T1007,Undirected,9729,technique-technique,,1,technique<--->technique
T1115,T1569.002,Undirected,9730,technique-technique,,3,technique<--->technique
T1115,T1529,Undirected,9731,technique-technique,,1,technique<--->technique
T1115,T1124,Undirected,9732,technique-technique,,1,technique<--->technique
T1115,T1552.004,Undirected,9733,technique-technique,,1,technique<--->technique
T1115,T1204.002,Undirected,9734,technique-technique,,2,technique<--->technique
T1115,T1204.001,Undirected,9735,technique-technique,,1,technique<--->technique
T1115,T1078,Undirected,9736,technique-technique,,2,technique<--->technique
T1115,T1078.002,Undirected,9737,technique-technique,,1,technique<--->technique
T1115,T1078.003,Undirected,9738,technique-technique,,1,technique<--->technique
T1115,T1102.002,Undirected,9739,technique-technique,,1,technique<--->technique
T1115,T1047,Undirected,9740,technique-technique,,1,technique<--->technique
T1059,T1059.007,Undirected,9741,technique-technique,,3,technique<--->technique
T1059,T1059.001,Undirected,9742,technique-technique,,9,technique<--->technique
T1059,T1059.006,Undirected,9743,technique-technique,,3,technique<--->technique
T1059,T1059.005,Undirected,9744,technique-technique,,5,technique<--->technique
T1059,T1059.003,Undirected,9745,technique-technique,,8,technique<--->technique
T1059,T1584.004,Undirected,9746,technique-technique,,1,technique<--->technique
T1059,T1136.001,Undirected,9747,technique-technique,,3,technique<--->technique
T1059,T1543.003,Undirected,9748,technique-technique,,4,technique<--->technique
T1059,T1555,Undirected,9749,technique-technique,,4,technique<--->technique
T1059,T1555.003,Undirected,9750,technique-technique,,4,technique<--->technique
T1059,T1555.005,Undirected,9751,technique-technique,,1,technique<--->technique
T1059,T1555.004,Undirected,9752,technique-technique,,2,technique<--->technique
T1059,T1132.001,Undirected,9753,technique-technique,,1,technique<--->technique
T1059,T1486,Undirected,9754,technique-technique,,1,technique<--->technique
T1059,T1074.001,Undirected,9755,technique-technique,,3,technique<--->technique
T1059,T1074.002,Undirected,9756,technique-technique,,1,technique<--->technique
T1059,T1530,Undirected,9757,technique-technique,,1,technique<--->technique
T1059,T1213,Undirected,9758,technique-technique,,2,technique<--->technique
T1059,T1213.002,Undirected,9759,technique-technique,,1,technique<--->technique
T1059,T1005,Undirected,9760,technique-technique,,9,technique<--->technique
T1059,T1039,Undirected,9761,technique-technique,,1,technique<--->technique
T1059,T1140,Undirected,9762,technique-technique,,4,technique<--->technique
T1059,T1587.001,Undirected,9763,technique-technique,,2,technique<--->technique
T1059,T1561.002,Undirected,9764,technique-technique,,1,technique<--->technique
T1059,T1189,Undirected,9765,technique-technique,,5,technique<--->technique
T1059,T1114.002,Undirected,9766,technique-technique,,2,technique<--->technique
T1059,T1573.002,Undirected,9767,technique-technique,,2,technique<--->technique
T1059,T1573.001,Undirected,9768,technique-technique,,1,technique<--->technique
T1059,T1585,Undirected,9769,technique-technique,,1,technique<--->technique
T1059,T1585.001,Undirected,9770,technique-technique,,2,technique<--->technique
